,Year,From country,Votes,Country,Own,English,Other,has_border
18339,2010,FR,3.0,DE,0.0,1.0,0.0,1.0
18340,2010,FR,0.0,DK,0.0,1.0,0.0,
18342,2010,FR,0.0,ES,1.0,0.0,0.0,1.0
18344,2010,FR,0.0,FR,0.0,0.0,1.0,
18345,2010,FR,0.0,GB,1.0,1.0,0.0,
18346,2010,FR,0.0,GE,0.0,1.0,0.0,
18347,2010,FR,4.0,GR,1.0,0.0,0.0,
18350,2010,FR,0.0,IE,1.0,1.0,0.0,
18351,2010,FR,1.0,IL,1.0,0.0,0.0,
18352,2010,FR,0.0,IS,0.0,0.0,1.0,
18357,2010,FR,0.0,MD,0.0,1.0,0.0,
18362,2010,FR,0.0,NO,0.0,1.0,0.0,
18364,2010,FR,8.0,PT,1.0,0.0,0.0,
18365,2010,FR,0.0,RO,0.0,1.0,0.0,
18366,2010,FR,10.0,RS,1.0,0.0,0.0,
18367,2010,FR,0.0,RU,0.0,1.0,0.0,
18372,2010,FR,12.0,TR,0.0,1.0,0.0,
18373,2010,FR,2.0,UA,0.0,1.0,0.0,
18376,2010,GB,1.0,AL,0.0,1.0,0.0,
18377,2010,GB,0.0,AM,0.0,1.0,0.0,
18380,2010,GB,0.0,AZ,0.0,1.0,0.0,
18381,2010,GB,0.0,BA,0.0,1.0,0.0,
18382,2010,GB,0.0,BE,0.0,1.0,0.0,
18384,2010,GB,0.0,BY,0.0,1.0,0.0,
18386,2010,GB,0.0,CY,1.0,1.0,0.0,
18388,2010,GB,4.0,DE,0.0,1.0,0.0,
18389,2010,GB,6.0,DK,0.0,1.0,0.0,
18391,2010,GB,0.0,ES,1.0,0.0,0.0,
18393,2010,GB,2.0,FR,0.0,0.0,1.0,
18394,2010,GB,0.0,GB,1.0,1.0,0.0,
18395,2010,GB,0.0,GE,0.0,1.0,0.0,
18396,2010,GB,12.0,GR,1.0,0.0,0.0,
18399,2010,GB,7.0,IE,1.0,1.0,0.0,1.0
18400,2010,GB,3.0,IL,1.0,0.0,0.0,
18401,2010,GB,0.0,IS,0.0,0.0,1.0,
18406,2010,GB,0.0,MD,0.0,1.0,0.0,
18411,2010,GB,0.0,NO,0.0,1.0,0.0,
18413,2010,GB,0.0,PT,1.0,0.0,0.0,
18414,2010,GB,8.0,RO,0.0,1.0,0.0,
18415,2010,GB,0.0,RS,1.0,0.0,0.0,
18416,2010,GB,0.0,RU,0.0,1.0,0.0,
18421,2010,GB,10.0,TR,0.0,1.0,0.0,
18422,2010,GB,5.0,UA,0.0,1.0,0.0,
18425,2010,GE,0.0,AL,0.0,1.0,0.0,
18426,2010,GE,10.0,AM,0.0,1.0,0.0,1.0
18429,2010,GE,8.0,AZ,0.0,1.0,0.0,1.0
18430,2010,GE,0.0,BA,0.0,1.0,0.0,
18431,2010,GE,0.0,BE,0.0,1.0,0.0,
18433,2010,GE,12.0,BY,0.0,1.0,0.0,
18435,2010,GE,0.0,CY,1.0,1.0,0.0,
18437,2010,GE,0.0,DE,0.0,1.0,0.0,
18438,2010,GE,0.0,DK,0.0,1.0,0.0,
18440,2010,GE,2.0,ES,1.0,0.0,0.0,
18442,2010,GE,0.0,FR,0.0,0.0,1.0,
18443,2010,GE,3.0,GB,1.0,1.0,0.0,
18444,2010,GE,0.0,GE,0.0,1.0,0.0,
18445,2010,GE,0.0,GR,1.0,0.0,0.0,
18448,2010,GE,0.0,IE,1.0,1.0,0.0,
18449,2010,GE,4.0,IL,1.0,0.0,0.0,
18450,2010,GE,0.0,IS,0.0,0.0,1.0,
18455,2010,GE,1.0,MD,0.0,1.0,0.0,
18460,2010,GE,6.0,NO,0.0,1.0,0.0,
18462,2010,GE,0.0,PT,1.0,0.0,0.0,
18463,2010,GE,0.0,RO,0.0,1.0,0.0,
18464,2010,GE,0.0,RS,1.0,0.0,0.0,
18465,2010,GE,0.0,RU,0.0,1.0,0.0,1.0
18470,2010,GE,5.0,TR,0.0,1.0,0.0,1.0
18471,2010,GE,7.0,UA,0.0,1.0,0.0,
18474,2010,GR,10.0,AL,0.0,1.0,0.0,1.0
18475,2010,GR,7.0,AM,0.0,1.0,0.0,
18478,2010,GR,1.0,AZ,0.0,1.0,0.0,
18479,2010,GR,0.0,BA,0.0,1.0,0.0,
18480,2010,GR,6.0,BE,0.0,1.0,0.0,
18482,2010,GR,0.0,BY,0.0,1.0,0.0,
18484,2010,GR,12.0,CY,1.0,1.0,0.0,
18486,2010,GR,2.0,DE,0.0,1.0,0.0,
18487,2010,GR,0.0,DK,0.0,1.0,0.0,
18489,2010,GR,0.0,ES,1.0,0.0,0.0,
18491,2010,GR,8.0,FR,0.0,0.0,1.0,
18492,2010,GR,0.0,GB,1.0,1.0,0.0,
18493,2010,GR,5.0,GE,0.0,1.0,0.0,
18494,2010,GR,0.0,GR,1.0,0.0,0.0,
18497,2010,GR,0.0,IE,1.0,1.0,0.0,
18498,2010,GR,0.0,IL,1.0,0.0,0.0,
18499,2010,GR,3.0,IS,0.0,0.0,1.0,
18504,2010,GR,0.0,MD,0.0,1.0,0.0,
18509,2010,GR,0.0,NO,0.0,1.0,0.0,
18511,2010,GR,0.0,PT,1.0,0.0,0.0,
18512,2010,GR,4.0,RO,0.0,1.0,0.0,
18513,2010,GR,0.0,RS,1.0,0.0,0.0,
18514,2010,GR,0.0,RU,0.0,1.0,0.0,
18519,2010,GR,0.0,TR,0.0,1.0,0.0,1.0
18520,2010,GR,0.0,UA,0.0,1.0,0.0,
18523,2010,HR,5.0,AL,0.0,1.0,0.0,
18524,2010,HR,0.0,AM,0.0,1.0,0.0,
18527,2010,HR,0.0,AZ,0.0,1.0,0.0,
18528,2010,HR,10.0,BA,0.0,1.0,0.0,1.0
18529,2010,HR,0.0,BE,0.0,1.0,0.0,
18531,2010,HR,0.0,BY,0.0,1.0,0.0,
18533,2010,HR,4.0,CY,1.0,1.0,0.0,
18535,2010,HR,6.0,DE,0.0,1.0,0.0,
18536,2010,HR,2.0,DK,0.0,1.0,0.0,
18538,2010,HR,0.0,ES,1.0,0.0,0.0,
18540,2010,HR,3.0,FR,0.0,0.0,1.0,
18541,2010,HR,0.0,GB,1.0,1.0,0.0,
18542,2010,HR,7.0,GE,0.0,1.0,0.0,
18543,2010,HR,0.0,GR,1.0,0.0,0.0,
18546,2010,HR,1.0,IE,1.0,1.0,0.0,
18547,2010,HR,0.0,IL,1.0,0.0,0.0,
18548,2010,HR,0.0,IS,0.0,0.0,1.0,
18553,2010,HR,0.0,MD,0.0,1.0,0.0,
18558,2010,HR,0.0,NO,0.0,1.0,0.0,
18560,2010,HR,0.0,PT,1.0,0.0,0.0,
18561,2010,HR,0.0,RO,0.0,1.0,0.0,
18562,2010,HR,8.0,RS,1.0,0.0,0.0,1.0
18563,2010,HR,0.0,RU,0.0,1.0,0.0,
18568,2010,HR,12.0,TR,0.0,1.0,0.0,
18569,2010,HR,0.0,UA,0.0,1.0,0.0,
18572,2010,IE,0.0,AL,0.0,1.0,0.0,
18573,2010,IE,0.0,AM,0.0,1.0,0.0,
18576,2010,IE,3.0,AZ,0.0,1.0,0.0,
18577,2010,IE,0.0,BA,0.0,1.0,0.0,
18578,2010,IE,10.0,BE,0.0,1.0,0.0,
18580,2010,IE,0.0,BY,0.0,1.0,0.0,
18582,2010,IE,0.0,CY,1.0,1.0,0.0,
18584,2010,IE,8.0,DE,0.0,1.0,0.0,
18585,2010,IE,12.0,DK,0.0,1.0,0.0,
18587,2010,IE,0.0,ES,1.0,0.0,0.0,
18589,2010,IE,6.0,FR,0.0,0.0,1.0,
18590,2010,IE,4.0,GB,1.0,1.0,0.0,1.0
18591,2010,IE,5.0,GE,0.0,1.0,0.0,
18592,2010,IE,0.0,GR,1.0,0.0,0.0,
18595,2010,IE,0.0,IE,1.0,1.0,0.0,
18596,2010,IE,0.0,IL,1.0,0.0,0.0,
18597,2010,IE,0.0,IS,0.0,0.0,1.0,
18602,2010,IE,0.0,MD,0.0,1.0,0.0,
18607,2010,IE,2.0,NO,0.0,1.0,0.0,
18609,2010,IE,0.0,PT,1.0,0.0,0.0,
18610,2010,IE,7.0,RO,0.0,1.0,0.0,
18611,2010,IE,0.0,RS,1.0,0.0,0.0,
18612,2010,IE,0.0,RU,0.0,1.0,0.0,
18617,2010,IE,1.0,TR,0.0,1.0,0.0,
18618,2010,IE,0.0,UA,0.0,1.0,0.0,
18621,2010,IL,0.0,AL,0.0,1.0,0.0,
18622,2010,IL,12.0,AM,0.0,1.0,0.0,
18625,2010,IL,7.0,AZ,0.0,1.0,0.0,
18626,2010,IL,0.0,BA,0.0,1.0,0.0,
18627,2010,IL,0.0,BE,0.0,1.0,0.0,
18629,2010,IL,0.0,BY,0.0,1.0,0.0,
18631,2010,IL,0.0,CY,1.0,1.0,0.0,
18633,2010,IL,0.0,DE,0.0,1.0,0.0,
18634,2010,IL,4.0,DK,0.0,1.0,0.0,
18636,2010,IL,1.0,ES,1.0,0.0,0.0,
18638,2010,IL,3.0,FR,0.0,0.0,1.0,
18639,2010,IL,0.0,GB,1.0,1.0,0.0,
18640,2010,IL,5.0,GE,0.0,1.0,0.0,
18641,2010,IL,0.0,GR,1.0,0.0,0.0,
18644,2010,IL,6.0,IE,1.0,1.0,0.0,
18645,2010,IL,0.0,IL,1.0,0.0,0.0,
18646,2010,IL,0.0,IS,0.0,0.0,1.0,
18651,2010,IL,0.0,MD,0.0,1.0,0.0,
18656,2010,IL,0.0,NO,0.0,1.0,0.0,
18658,2010,IL,0.0,PT,1.0,0.0,0.0,
18659,2010,IL,8.0,RO,0.0,1.0,0.0,
18660,2010,IL,0.0,RS,1.0,0.0,0.0,
18661,2010,IL,10.0,RU,0.0,1.0,0.0,
18666,2010,IL,0.0,TR,0.0,1.0,0.0,
18667,2010,IL,2.0,UA,0.0,1.0,0.0,
18670,2010,IS,7.0,AL,0.0,1.0,0.0,
18671,2010,IS,0.0,AM,0.0,1.0,0.0,
18674,2010,IS,4.0,AZ,0.0,1.0,0.0,
18675,2010,IS,0.0,BA,0.0,1.0,0.0,
18676,2010,IS,10.0,BE,0.0,1.0,0.0,
18678,2010,IS,0.0,BY,0.0,1.0,0.0,
18680,2010,IS,0.0,CY,1.0,1.0,0.0,
18682,2010,IS,3.0,DE,0.0,1.0,0.0,
18683,2010,IS,12.0,DK,0.0,1.0,0.0,
18685,2010,IS,0.0,ES,1.0,0.0,0.0,
18687,2010,IS,6.0,FR,0.0,0.0,1.0,
18688,2010,IS,0.0,GB,1.0,1.0,0.0,
18689,2010,IS,2.0,GE,0.0,1.0,0.0,
18690,2010,IS,8.0,GR,1.0,0.0,0.0,
18693,2010,IS,0.0,IE,1.0,1.0,0.0,
18694,2010,IS,0.0,IL,1.0,0.0,0.0,
18695,2010,IS,0.0,IS,0.0,0.0,1.0,
18700,2010,IS,0.0,MD,0.0,1.0,0.0,
18705,2010,IS,0.0,NO,0.0,1.0,0.0,
18707,2010,IS,1.0,PT,1.0,0.0,0.0,
18708,2010,IS,5.0,RO,0.0,1.0,0.0,
18709,2010,IS,0.0,RS,1.0,0.0,0.0,
18710,2010,IS,0.0,RU,0.0,1.0,0.0,
18715,2010,IS,0.0,TR,0.0,1.0,0.0,
18716,2010,IS,0.0,UA,0.0,1.0,0.0,
18719,2010,LT,0.0,AL,0.0,1.0,0.0,
18720,2010,LT,0.0,AM,0.0,1.0,0.0,
18723,2010,LT,0.0,AZ,0.0,1.0,0.0,
18724,2010,LT,0.0,BA,0.0,1.0,0.0,
18725,2010,LT,7.0,BE,0.0,1.0,0.0,
18727,2010,LT,0.0,BY,0.0,1.0,0.0,1.0
18729,2010,LT,1.0,CY,1.0,1.0,0.0,
18731,2010,LT,10.0,DE,0.0,1.0,0.0,
18732,2010,LT,3.0,DK,0.0,1.0,0.0,
18734,2010,LT,8.0,ES,1.0,0.0,0.0,
18736,2010,LT,0.0,FR,0.0,0.0,1.0,
18737,2010,LT,0.0,GB,1.0,1.0,0.0,
18738,2010,LT,12.0,GE,0.0,1.0,0.0,
18739,2010,LT,0.0,GR,1.0,0.0,0.0,
18742,2010,LT,0.0,IE,1.0,1.0,0.0,
18743,2010,LT,0.0,IL,1.0,0.0,0.0,
18744,2010,LT,0.0,IS,0.0,0.0,1.0,
18749,2010,LT,0.0,MD,0.0,1.0,0.0,
18754,2010,LT,0.0,NO,0.0,1.0,0.0,
18756,2010,LT,0.0,PT,1.0,0.0,0.0,
18757,2010,LT,2.0,RO,0.0,1.0,0.0,
18758,2010,LT,0.0,RS,1.0,0.0,0.0,
18759,2010,LT,5.0,RU,0.0,1.0,0.0,1.0
18764,2010,LT,4.0,TR,0.0,1.0,0.0,
18765,2010,LT,6.0,UA,0.0,1.0,0.0,
18768,2010,LV,0.0,AL,0.0,1.0,0.0,
18769,2010,LV,1.0,AM,0.0,1.0,0.0,
18772,2010,LV,2.0,AZ,0.0,1.0,0.0,
18773,2010,LV,0.0,BA,0.0,1.0,0.0,
18774,2010,LV,4.0,BE,0.0,1.0,0.0,
18776,2010,LV,0.0,BY,0.0,1.0,0.0,1.0
18778,2010,LV,0.0,CY,1.0,1.0,0.0,
18780,2010,LV,12.0,DE,0.0,1.0,0.0,
18781,2010,LV,10.0,DK,0.0,1.0,0.0,
18783,2010,LV,5.0,ES,1.0,0.0,0.0,
18785,2010,LV,0.0,FR,0.0,0.0,1.0,
18786,2010,LV,0.0,GB,1.0,1.0,0.0,
18787,2010,LV,0.0,GE,0.0,1.0,0.0,
18788,2010,LV,0.0,GR,1.0,0.0,0.0,
18791,2010,LV,0.0,IE,1.0,1.0,0.0,
18792,2010,LV,0.0,IL,1.0,0.0,0.0,
18793,2010,LV,0.0,IS,0.0,0.0,1.0,
18798,2010,LV,0.0,MD,0.0,1.0,0.0,
18803,2010,LV,0.0,NO,0.0,1.0,0.0,
18805,2010,LV,6.0,PT,1.0,0.0,0.0,
18806,2010,LV,3.0,RO,0.0,1.0,0.0,
18807,2010,LV,0.0,RS,1.0,0.0,0.0,
18808,2010,LV,8.0,RU,0.0,1.0,0.0,1.0
18813,2010,LV,0.0,TR,0.0,1.0,0.0,
18814,2010,LV,7.0,UA,0.0,1.0,0.0,
18817,2010,MD,0.0,AL,0.0,1.0,0.0,
18818,2010,MD,6.0,AM,0.0,1.0,0.0,
18821,2010,MD,7.0,AZ,0.0,1.0,0.0,
18822,2010,MD,0.0,BA,0.0,1.0,0.0,
18823,2010,MD,0.0,BE,0.0,1.0,0.0,
18825,2010,MD,3.0,BY,0.0,1.0,0.0,
18827,2010,MD,0.0,CY,1.0,1.0,0.0,
18829,2010,MD,0.0,DE,0.0,1.0,0.0,
18830,2010,MD,0.0,DK,0.0,1.0,0.0,
18832,2010,MD,4.0,ES,1.0,0.0,0.0,
18834,2010,MD,0.0,FR,0.0,0.0,1.0,
18835,2010,MD,0.0,GB,1.0,1.0,0.0,
18836,2010,MD,5.0,GE,0.0,1.0,0.0,
18837,2010,MD,2.0,GR,1.0,0.0,0.0,
18840,2010,MD,0.0,IE,1.0,1.0,0.0,
18841,2010,MD,1.0,IL,1.0,0.0,0.0,
18842,2010,MD,0.0,IS,0.0,0.0,1.0,
18847,2010,MD,0.0,MD,0.0,1.0,0.0,
18852,2010,MD,0.0,NO,0.0,1.0,0.0,
18854,2010,MD,0.0,PT,1.0,0.0,0.0,
18855,2010,MD,12.0,RO,0.0,1.0,0.0,1.0
18856,2010,MD,0.0,RS,1.0,0.0,0.0,
18857,2010,MD,10.0,RU,0.0,1.0,0.0,
18862,2010,MD,0.0,TR,0.0,1.0,0.0,
18863,2010,MD,8.0,UA,0.0,1.0,0.0,1.0
18866,2010,MK,12.0,AL,0.0,1.0,0.0,1.0
18867,2010,MK,4.0,AM,0.0,1.0,0.0,
18870,2010,MK,3.0,AZ,0.0,1.0,0.0,
18871,2010,MK,6.0,BA,0.0,1.0,0.0,
18872,2010,MK,0.0,BE,0.0,1.0,0.0,
18874,2010,MK,0.0,BY,0.0,1.0,0.0,
18876,2010,MK,0.0,CY,1.0,1.0,0.0,
18878,2010,MK,8.0,DE,0.0,1.0,0.0,
18879,2010,MK,2.0,DK,0.0,1.0,0.0,
18881,2010,MK,0.0,ES,1.0,0.0,0.0,
18883,2010,MK,1.0,FR,0.0,0.0,1.0,
18884,2010,MK,0.0,GB,1.0,1.0,0.0,
18885,2010,MK,5.0,GE,0.0,1.0,0.0,
18886,2010,MK,0.0,GR,1.0,0.0,0.0,1.0
18889,2010,MK,0.0,IE,1.0,1.0,0.0,
18890,2010,MK,0.0,IL,1.0,0.0,0.0,
18891,2010,MK,0.0,IS,0.0,0.0,1.0,
18896,2010,MK,0.0,MD,0.0,1.0,0.0,
18901,2010,MK,0.0,NO,0.0,1.0,0.0,
18903,2010,MK,0.0,PT,1.0,0.0,0.0,
18904,2010,MK,0.0,RO,0.0,1.0,0.0,
18905,2010,MK,7.0,RS,1.0,0.0,0.0,1.0
18906,2010,MK,0.0,RU,0.0,1.0,0.0,
18911,2010,MK,10.0,TR,0.0,1.0,0.0,
18912,2010,MK,0.0,UA,0.0,1.0,0.0,
18915,2010,MT,0.0,AL,0.0,1.0,0.0,
18916,2010,MT,0.0,AM,0.0,1.0,0.0,
18919,2010,MT,12.0,AZ,0.0,1.0,0.0,
18920,2010,MT,0.0,BA,0.0,1.0,0.0,
18921,2010,MT,10.0,BE,0.0,1.0,0.0,
18923,2010,MT,0.0,BY,0.0,1.0,0.0,
18925,2010,MT,0.0,CY,1.0,1.0,0.0,
18927,2010,MT,4.0,DE,0.0,1.0,0.0,
18928,2010,MT,8.0,DK,0.0,1.0,0.0,
18930,2010,MT,0.0,ES,1.0,0.0,0.0,
18932,2010,MT,2.0,FR,0.0,0.0,1.0,
18933,2010,MT,0.0,GB,1.0,1.0,0.0,
18934,2010,MT,0.0,GE,0.0,1.0,0.0,
18935,2010,MT,7.0,GR,1.0,0.0,0.0,
18938,2010,MT,0.0,IE,1.0,1.0,0.0,
18939,2010,MT,0.0,IL,1.0,0.0,0.0,
18940,2010,MT,6.0,IS,0.0,0.0,1.0,
18945,2010,MT,0.0,MD,0.0,1.0,0.0,
18950,2010,MT,3.0,NO,0.0,1.0,0.0,
18952,2010,MT,1.0,PT,1.0,0.0,0.0,
18953,2010,MT,5.0,RO,0.0,1.0,0.0,
18954,2010,MT,0.0,RS,1.0,0.0,0.0,
18955,2010,MT,0.0,RU,0.0,1.0,0.0,
18960,2010,MT,0.0,TR,0.0,1.0,0.0,
18961,2010,MT,0.0,UA,0.0,1.0,0.0,
18964,2010,NL,0.0,AL,0.0,1.0,0.0,
18965,2010,NL,12.0,AM,0.0,1.0,0.0,
18968,2010,NL,0.0,AZ,0.0,1.0,0.0,
18969,2010,NL,0.0,BA,0.0,1.0,0.0,
18970,2010,NL,6.0,BE,0.0,1.0,0.0,1.0
18972,2010,NL,0.0,BY,0.0,1.0,0.0,
18974,2010,NL,0.0,CY,1.0,1.0,0.0,
18976,2010,NL,4.0,DE,0.0,1.0,0.0,1.0
18977,2010,NL,2.0,DK,0.0,1.0,0.0,
18979,2010,NL,0.0,ES,1.0,0.0,0.0,
18981,2010,NL,0.0,FR,0.0,0.0,1.0,
18982,2010,NL,0.0,GB,1.0,1.0,0.0,
18983,2010,NL,0.0,GE,0.0,1.0,0.0,
18984,2010,NL,3.0,GR,1.0,0.0,0.0,
18987,2010,NL,0.0,IE,1.0,1.0,0.0,
18988,2010,NL,10.0,IL,1.0,0.0,0.0,
18989,2010,NL,0.0,IS,0.0,0.0,1.0,
18994,2010,NL,0.0,MD,0.0,1.0,0.0,
18999,2010,NL,0.0,NO,0.0,1.0,0.0,
19001,2010,NL,0.0,PT,1.0,0.0,0.0,
19002,2010,NL,5.0,RO,0.0,1.0,0.0,
19003,2010,NL,1.0,RS,1.0,0.0,0.0,
19004,2010,NL,0.0,RU,0.0,1.0,0.0,
19009,2010,NL,8.0,TR,0.0,1.0,0.0,
19010,2010,NL,7.0,UA,0.0,1.0,0.0,
19013,2010,NO,0.0,AL,0.0,1.0,0.0,
19014,2010,NO,0.0,AM,0.0,1.0,0.0,
19017,2010,NO,7.0,AZ,0.0,1.0,0.0,
19018,2010,NO,0.0,BA,0.0,1.0,0.0,
19019,2010,NO,3.0,BE,0.0,1.0,0.0,
19021,2010,NO,0.0,BY,0.0,1.0,0.0,
19023,2010,NO,0.0,CY,1.0,1.0,0.0,
19025,2010,NO,12.0,DE,0.0,1.0,0.0,
19026,2010,NO,8.0,DK,0.0,1.0,0.0,
19028,2010,NO,0.0,ES,1.0,0.0,0.0,
19030,2010,NO,4.0,FR,0.0,0.0,1.0,
19031,2010,NO,0.0,GB,1.0,1.0,0.0,
19032,2010,NO,1.0,GE,0.0,1.0,0.0,
19033,2010,NO,0.0,GR,1.0,0.0,0.0,
19036,2010,NO,0.0,IE,1.0,1.0,0.0,
19037,2010,NO,5.0,IL,1.0,0.0,0.0,
19038,2010,NO,6.0,IS,0.0,0.0,1.0,
19043,2010,NO,0.0,MD,0.0,1.0,0.0,
19048,2010,NO,0.0,NO,0.0,1.0,0.0,
19050,2010,NO,0.0,PT,1.0,0.0,0.0,
19051,2010,NO,10.0,RO,0.0,1.0,0.0,
19052,2010,NO,0.0,RS,1.0,0.0,0.0,
19053,2010,NO,0.0,RU,0.0,1.0,0.0,1.0
19058,2010,NO,2.0,TR,0.0,1.0,0.0,
19059,2010,NO,0.0,UA,0.0,1.0,0.0,
19062,2010,PL,2.0,AL,0.0,1.0,0.0,
19063,2010,PL,5.0,AM,0.0,1.0,0.0,
19066,2010,PL,8.0,AZ,0.0,1.0,0.0,
19067,2010,PL,0.0,BA,0.0,1.0,0.0,
19068,2010,PL,10.0,BE,0.0,1.0,0.0,
19070,2010,PL,0.0,BY,0.0,1.0,0.0,1.0
19072,2010,PL,0.0,CY,1.0,1.0,0.0,
19074,2010,PL,7.0,DE,0.0,1.0,0.0,1.0
19075,2010,PL,12.0,DK,0.0,1.0,0.0,
19077,2010,PL,0.0,ES,1.0,0.0,0.0,
19079,2010,PL,0.0,FR,0.0,0.0,1.0,
19080,2010,PL,0.0,GB,1.0,1.0,0.0,
19081,2010,PL,4.0,GE,0.0,1.0,0.0,
19082,2010,PL,1.0,GR,1.0,0.0,0.0,
19085,2010,PL,0.0,IE,1.0,1.0,0.0,
19086,2010,PL,0.0,IL,1.0,0.0,0.0,
19087,2010,PL,0.0,IS,0.0,0.0,1.0,
19092,2010,PL,0.0,MD,0.0,1.0,0.0,
19097,2010,PL,0.0,NO,0.0,1.0,0.0,
19099,2010,PL,0.0,PT,1.0,0.0,0.0,
19100,2010,PL,6.0,RO,0.0,1.0,0.0,
19101,2010,PL,0.0,RS,1.0,0.0,0.0,
19102,2010,PL,0.0,RU,0.0,1.0,0.0,1.0
19107,2010,PL,0.0,TR,0.0,1.0,0.0,
19108,2010,PL,3.0,UA,0.0,1.0,0.0,1.0
19111,2010,PT,0.0,AL,0.0,1.0,0.0,
19112,2010,PT,0.0,AM,0.0,1.0,0.0,
19115,2010,PT,0.0,AZ,0.0,1.0,0.0,
19116,2010,PT,0.0,BA,0.0,1.0,0.0,
19117,2010,PT,5.0,BE,0.0,1.0,0.0,
19119,2010,PT,0.0,BY,0.0,1.0,0.0,
19121,2010,PT,0.0,CY,1.0,1.0,0.0,
19123,2010,PT,1.0,DE,0.0,1.0,0.0,
19124,2010,PT,4.0,DK,0.0,1.0,0.0,
19126,2010,PT,12.0,ES,1.0,0.0,0.0,1.0
19128,2010,PT,7.0,FR,0.0,0.0,1.0,
19129,2010,PT,0.0,GB,1.0,1.0,0.0,
19130,2010,PT,0.0,GE,0.0,1.0,0.0,
19131,2010,PT,8.0,GR,1.0,0.0,0.0,
19134,2010,PT,0.0,IE,1.0,1.0,0.0,
19135,2010,PT,0.0,IL,1.0,0.0,0.0,
19136,2010,PT,0.0,IS,0.0,0.0,1.0,
19141,2010,PT,6.0,MD,0.0,1.0,0.0,
19146,2010,PT,3.0,NO,0.0,1.0,0.0,
19148,2010,PT,0.0,PT,1.0,0.0,0.0,
19149,2010,PT,10.0,RO,0.0,1.0,0.0,
19150,2010,PT,0.0,RS,1.0,0.0,0.0,
19151,2010,PT,2.0,RU,0.0,1.0,0.0,
19156,2010,PT,0.0,TR,0.0,1.0,0.0,
19157,2010,PT,0.0,UA,0.0,1.0,0.0,
19160,2010,RO,1.0,AL,0.0,1.0,0.0,
19161,2010,RO,6.0,AM,0.0,1.0,0.0,
19164,2010,RO,0.0,AZ,0.0,1.0,0.0,
19165,2010,RO,0.0,BA,0.0,1.0,0.0,
19166,2010,RO,4.0,BE,0.0,1.0,0.0,
19168,2010,RO,0.0,BY,0.0,1.0,0.0,
19170,2010,RO,0.0,CY,1.0,1.0,0.0,
19172,2010,RO,3.0,DE,0.0,1.0,0.0,
19173,2010,RO,12.0,DK,0.0,1.0,0.0,
19175,2010,RO,2.0,ES,1.0,0.0,0.0,
19177,2010,RO,0.0,FR,0.0,0.0,1.0,
19178,2010,RO,0.0,GB,1.0,1.0,0.0,
19179,2010,RO,0.0,GE,0.0,1.0,0.0,
19180,2010,RO,7.0,GR,1.0,0.0,0.0,
19183,2010,RO,0.0,IE,1.0,1.0,0.0,
19184,2010,RO,0.0,IL,1.0,0.0,0.0,
19185,2010,RO,0.0,IS,0.0,0.0,1.0,
19190,2010,RO,10.0,MD,0.0,1.0,0.0,1.0
19195,2010,RO,0.0,NO,0.0,1.0,0.0,
19197,2010,RO,0.0,PT,1.0,0.0,0.0,
19198,2010,RO,0.0,RO,0.0,1.0,0.0,
19199,2010,RO,0.0,RS,1.0,0.0,0.0,1.0
19200,2010,RO,0.0,RU,0.0,1.0,0.0,
19205,2010,RO,8.0,TR,0.0,1.0,0.0,
19206,2010,RO,5.0,UA,0.0,1.0,0.0,1.0
19209,2010,RS,0.0,AL,0.0,1.0,0.0,1.0
19210,2010,RS,1.0,AM,0.0,1.0,0.0,
19213,2010,RS,0.0,AZ,0.0,1.0,0.0,
19214,2010,RS,12.0,BA,0.0,1.0,0.0,1.0
19215,2010,RS,5.0,BE,0.0,1.0,0.0,
19217,2010,RS,0.0,BY,0.0,1.0,0.0,
19219,2010,RS,0.0,CY,1.0,1.0,0.0,
19221,2010,RS,8.0,DE,0.0,1.0,0.0,
19222,2010,RS,0.0,DK,0.0,1.0,0.0,
19224,2010,RS,0.0,ES,1.0,0.0,0.0,
19226,2010,RS,4.0,FR,0.0,0.0,1.0,
19227,2010,RS,0.0,GB,1.0,1.0,0.0,
19228,2010,RS,0.0,GE,0.0,1.0,0.0,
19229,2010,RS,10.0,GR,1.0,0.0,0.0,
19232,2010,RS,0.0,IE,1.0,1.0,0.0,
19233,2010,RS,0.0,IL,1.0,0.0,0.0,
19234,2010,RS,0.0,IS,0.0,0.0,1.0,
19239,2010,RS,0.0,MD,0.0,1.0,0.0,
19244,2010,RS,0.0,NO,0.0,1.0,0.0,
19246,2010,RS,2.0,PT,1.0,0.0,0.0,
19247,2010,RS,6.0,RO,0.0,1.0,0.0,1.0
19248,2010,RS,0.0,RS,1.0,0.0,0.0,
19249,2010,RS,0.0,RU,0.0,1.0,0.0,
19254,2010,RS,3.0,TR,0.0,1.0,0.0,
19255,2010,RS,7.0,UA,0.0,1.0,0.0,
19258,2010,RU,0.0,AL,0.0,1.0,0.0,
19259,2010,RU,12.0,AM,0.0,1.0,0.0,
19262,2010,RU,8.0,AZ,0.0,1.0,0.0,1.0
19263,2010,RU,0.0,BA,0.0,1.0,0.0,
19264,2010,RU,5.0,BE,0.0,1.0,0.0,
19266,2010,RU,2.0,BY,0.0,1.0,0.0,1.0
19268,2010,RU,0.0,CY,1.0,1.0,0.0,
19270,2010,RU,6.0,DE,0.0,1.0,0.0,
19271,2010,RU,1.0,DK,0.0,1.0,0.0,
